solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11
ketone,CCC(=O)C,SA,-0.5896346870860926,pi_star,0.31395180262335187,ET30,-0.06125045903182015,alpha,-0.4231136110160371,SdP,1.0487622502894542,delta,-0.35764067239616143,beta,0.14197733575347943,SP,-0.6356826133425265,N_mol_cm3,0.2696875924194301,fn,-0.7291715015825456,n,-0.8835744236849379,SB,0.33482769147135694
ketone,CC(=O)C(C)(C)C,delta,,beta,,SB,,alpha,,N_mol_cm3,-0.3802397542697602,n,-0.6049919983926457,ET30,-0.3800525424329142,SdP,,SA,,pi_star,,SP,,fn,-0.47803427205334875
amide,CC(=O)N(C)C,beta,1.1037592876318885,SdP,1.3875832774070471,SP,0.45841731504662425,delta,0.38742794310952433,ET30,0.1605249033341588,SA,-0.46212470102717934,SB,0.772468582153646,alpha,-0.5624739952482177,pi_star,1.0920062699942668,fn,0.12226471853095777,N_mol_cm3,0.19382856457242664,n,0.07526741220481706
monohydric_alcohol,CCOC(=O)C1=CC=CC=C1O,alpha,,SA,-0.05227117440924393,SdP,0.4860247182941482,ET30,,fn,,SB,-0.6212493312499517,SP,1.1102215277039902,pi_star,,delta,,n,,beta,,N_mol_cm3,-0.6242187897776899
halohydrocarbon,C1=CC=C(C=C1)F,N_mol_cm3,0.1794768566013722,beta,-1.2663462366399052,SP,0.435138593166004,n,0.5125770333031878,fn,0.4987005227929998,ET30,-0.6572717453903877,SdP,-0.014841147879684746,delta,-0.46112242454972885,SA,-0.5896346870860926,SB,-1.0353249432031946,alpha,-0.5624739952482177,pi_star,0.12870073896361006
ester,CC(=C)C(=O)OC,pi_star,,SA,,SP,,alpha,,SdP,,SB,,n,-0.3134522509937331,N_mol_cm3,-0.09320559484866658,beta,,delta,,ET30,-0.5325231040595249,fn,-0.21852580153984524
ester,CC(=O)OCC(COC(=O)C)OC(=O)C,n,-0.05268614359803921,beta,,ET30,-0.185999100362683,SdP,0.5007560672992609,SA,-0.48489434139484244,fn,0.010738185417453664,N_mol_cm3,-0.927654901165703,SP,0.13251520871794067,SB,-0.0152850210744745,alpha,,pi_star,,delta,0.05628633621810825
monohydric_alcohol,CCCCCCC(C)O,SB,1.8261731881810037,fn,,N_mol_cm3,-0.7267309895709375,SdP,-0.05903519489502297,delta,,beta,,ET30,,pi_star,,n,,alpha,,SP,-0.32141986795415434,SA,-0.1888890166152224
amine,C1CCNCC1,alpha,-0.5624739952482177,SB,1.7251791364850908,pi_star,-1.0569060684587366,beta,2.0655412395102974,fn,0.33235586323387595,delta,-0.3162479715347346,N_mol_cm3,0.0523617288577449,SdP,-0.4449965388289765,ET30,-0.8651861476084928,n,0.3182172017039127,SP,0.3536630665838331,SA,-0.5896346870860926
monohydric_alcohol,CCCCCCCCCCCO,SB,1.6443838951283605,n,0.10766071747136291,SP,0.05103968213576978,pi_star,,SdP,-0.512760744252495,N_mol_cm3,-1.0301671009589508,SA,0.5807248278117897,beta,,fn,0.15034888183314712,ET30,0.8119900302842218,alpha,,delta,
nitrile,C1=CC=C(C=C1)C#N,SB,-0.46975825370608226,beta,-0.23586557391303836,fn,1.3485165027159929,ET30,-0.033528538736072415,delta,0.4081242935402374,SdP,0.9898368542690034,SP,1.4826810777939143,n,1.5329661491993802,N_mol_cm3,-0.011195835014068572,pi_star,1.1661066954581634,SA,-0.3756000676300596,alpha,-0.5624739952482177
misc_N_compound,CN1C=CN=C1,SP,1.284811941808642,SdP,1.3050877229784157,SB,0.7994003292725561,beta,,alpha,,fn,,N_mol_cm3,0.5669729718198484,delta,,ET30,,n,,SA,-0.275413650012342,pi_star,
misc_N_compound,CN(C)C(=N)N(C)C,SB,1.9507325186059625,SdP,0.6893173345647037,SA,-0.5896346870860926,fn,0.5537886892703732,N_mol_cm3,-0.3802397542697602,delta,-0.39903337325758825,beta,1.4472528418741775,pi_star,0.6474037172108867,n,0.5773636438362795,SP,0.6562864510318964,ET30,-0.33846966198929357,alpha,-0.5624739952482177
alkane,CCCCCCCCCCCCCC,SdP,-1.5203850162022057,SP,-0.32141986795415434,n,,delta,,SA,-0.5896346870860926,N_mol_cm3,-1.2331412565495812,SB,-1.2474124517646115,fn,,beta,,pi_star,,alpha,,ET30,
amine,CN1CCCC1,n,,delta,,fn,,N_mol_cm3,-0.04399973894790792,pi_star,,alpha,,ET30,,SdP,-0.8839907391813359,SP,-0.13519009290919226,beta,,SB,1.6746821106371343,SA,-0.5896346870860926
carboxylic_acid,CC(=O)O,beta,0.038929269480792845,SP,-0.8451911102681088,n,-1.0423016194910129,delta,-0.3783370228268752,alpha,2.0389198437524865,SA,2.5480217555778797,SdP,0.4712933692890354,fn,-0.8733728785380194,pi_star,0.20280116442750679,ET30,1.3802893963470426,N_mol_cm3,1.5674920418019456,SB,-0.10281319921093221
polyhydric_alcohol,C(CO)O,n,-0.025151834121474707,SP,0.6213683682109661,SB,0.38195824892944963,SA,2.675531741636793,delta,1.8982615245516081,SdP,1.1607205027283112,fn,0.034771748243366096,beta,0.27937475745039514,N_mol_cm3,1.6474515576406792,pi_star,1.2402071209220602,ET30,2.0178935631492307,alpha,1.527931768234491
halohydrocarbon,C(Cl)Cl,SdP,0.7452964607841321,n,-0.15148572466100388,N_mol_cm3,1.1922973905586594,fn,-0.07594466477488174,SB,-0.8165044978620499,alpha,-0.2605264960784931,beta,-1.1632981703672185,ET30,-0.1444162199190614,pi_star,0.8697049936025765,SA,-0.4074775641447879,SP,0.435138593166004,delta,-0.088588116796886
halohydrocarbon,C(C(Cl)Cl)(Cl)Cl,n,0.9822799596681008,fn,0.8948492493729268,beta,-1.5067917246095073,N_mol_cm3,-0.06860266689828744,SP,1.4128449121520534,delta,-0.10928446722759977,pi_star,1.351357759117905,SA,-0.5896346870860926,SdP,0.8130606662076507,alpha,-0.5624739952482177,SB,-1.3585059086301157,ET30,-0.3246087018414197
nitrile,C(C#N)Cl,alpha,-0.5624739952482177,n,-0.18387902992754973,fn,-0.10429886810882318,SP,0.45841731504662425,SB,-0.7963056875228673,N_mol_cm3,1.2394530024635535,beta,-0.33891364018572495,SA,1.4368633056359215,pi_star,1.573659035509595,delta,,SdP,1.4965952600448813,ET30,
ester,COC(=O)OC,pi_star,,SB,0.04194494155320951,N_mol_cm3,0.41730516012170676,SP,-0.8219123883874885,alpha,-0.5624739952482177,ET30,-0.49094022361590317,SdP,0.044084248140766225,beta,-0.029769441367665003,delta,-0.254158920242594,n,-1.058498272124284,fn,-0.8882250802843696,SA,-0.29818329038000513
aromatic,CC1=CC(=CC(=C1)C)C,N_mol_cm3,-0.5340080539596319,SdP,-1.063713197043711,fn,0.9623592573108829,delta,-0.5646041767032963,pi_star,-0.649353728407305,SP,0.5980896463303458,SB,-0.7761068771836848,beta,-1.0602501040945318,alpha,-0.5624739952482177,ET30,-1.2255711114532084,SA,-0.5896346870860926,n,1.0632632228344672
nitrile,C(C#N)Cl,alpha,-0.5624739952482177,n,-0.18387902992754973,fn,-0.10429886810882318,SP,0.45841731504662425,SB,-0.7963056875228673,N_mol_cm3,1.2394530024635535,beta,-0.33891364018572495,SA,1.4368633056359215,delta,,SdP,1.4965952600448813,ET30,,pi_star,1.573659035509595
carboxylic_acid,CCCCC(=O)O,alpha,2.20150695869003,ET30,1.879283961670494,N_mol_cm3,-0.13216023077010092,SdP,-0.707214551119983,fn,-0.2976475308431295,SA,1.6964372058272805,SP,-0.4261741164169442,delta,0.8220513021545071,SB,0.17660367714775993,pi_star,-0.16770096289197642,n,-0.4025338404767315,beta,0.038929269480792845
ester,CCOC(=O)CCl,N_mol_cm3,-0.09525583884453181,delta,,SB,,fn,-0.1186109897916707,SA,,alpha,-0.5624739952482177,n,-0.20007568256082084,SdP,,pi_star,0.42510244081919657,ET30,-0.3246087018414197,beta,-0.3045642847614962,SP,
ether,CCCCCCOCCCCCC,delta,,pi_star,,N_mol_cm3,-1.149081252719118,n,,beta,,SB,0.6647415936780056,alpha,,SdP,-0.9075608975895163,fn,,ET30,,SA,-0.5896346870860926,SP,-0.49601028205880493
alkane,C1CCCCCC1,SdP,-1.5203850162022057,delta,,fn,,beta,,SB,-1.2474124517646115,SP,-0.23994434137198342,SA,-0.5896346870860926,alpha,,pi_star,,ET30,,n,,N_mol_cm3,-0.3269334103772714
ester,C1CC(=O)OC1,fn,0.09418055522876694,n,0.04287410693827121,ET30,0.35457834540439,delta,1.0497111568923556,SA,-0.3300607868947335,SdP,1.2638399457641,N_mol_cm3,0.6735856596048259,SP,0.5980896463303458,SB,-0.07251498370215832,alpha,-0.5624739952482177,beta,0.17632669117770836,pi_star,1.0549560572623182
alkane,CCCCCCCCC,n,-0.4592221246931876,N_mol_cm3,-0.8681978252856193,ET30,-1.488929354262808,SdP,-1.5203850162022057,delta,-1.06131658704042,alpha,,SB,-1.2373130465950202,fn,-0.34787497674896883,pi_star,,beta,,SP,-0.7404368618053176,SA,-0.5896346870860926
ester,CCOC(=O)C(Cl)(Cl)Cl,delta,,N_mol_cm3,-0.5401587859472267,alpha,-0.5624739952482177,pi_star,0.0916505262316617,SP,,ET30,-0.4216354228765348,SA,,n,0.3182172017039127,beta,-0.6480578390037851,SdP,,fn,0.33235586323387595,SB,
halohydrocarbon,C(Cl)(Cl)(Cl)Cl,SP,0.516614119748175,SdP,-1.5203850162022057,N_mol_cm3,0.10566807275023367,alpha,-0.5624739952482177,SB,-1.267611262103794,pi_star,-1.131006493922633,beta,-1.1632981703672185,fn,0.42957027466453407,SA,-0.5896346870860926,n,0.4315937701368214,ET30,-1.2948759121925768,delta,-0.64738957842615
aromatic,CCC1=CC=CC=C1,delta,-0.5646041767032963,pi_star,,beta,,SP,0.5631715635094154,alpha,,SB,-0.9511632334566004,n,0.9984766123013755,N_mol_cm3,-0.33923487435246136,SA,-0.5896346870860926,ET30,,SdP,-0.8221190733598623,fn,0.9083512509605179
halohydrocarbon,C(CCl)Cl,SB,-0.9915608541349655,beta,-1.1632981703672185,pi_star,0.8326547808706285,SdP,0.6657471761565233,alpha,-0.5624739952482177,n,0.18864398063772933,SP,0.5515322025691053,fn,0.22055929008862124,N_mol_cm3,0.5710734598115784,SA,-0.45301684488011407,delta,-0.088588116796886,ET30,-0.06125045903182015
misc_N_compound,CN(C)C(=O)N(C)C,ET30,-0.11669429962331464,N_mol_cm3,-0.31053145841035174,n,0.25828958696080234,SP,0.6330077291512762,pi_star,0.9067552063345249,beta,1.2411567093288043,alpha,-0.5624739952482177,SB,0.6849404040171881,delta,-0.3783370228268752,SA,-0.5896346870860926,fn,0.28077821716927837,SdP,1.0664398690955896
alkane,CCCCCCCCCC,SB,-1.1935489575267912,n,-0.3620422088935501,ET30,-1.488929354262808,SdP,-1.5203850162022057,alpha,-0.5624739952482177,SP,-0.6356826133425265,fn,-0.2617322066201369,SA,-0.5896346870860926,N_mol_cm3,-0.9666095370871371,pi_star,-2.0572618122213413,delta,-1.0199238861789928,beta,-1.5067917246095073
monohydric_alcohol,CCOC(=O)C1=CC=CC=C1O,alpha,,SA,-0.05227117440924393,SdP,0.4860247182941482,ET30,,fn,,SB,-0.6212493312499517,SP,1.1102215277039902,pi_star,,n,,delta,,N_mol_cm3,-0.6242187897776899,beta,
ester,CC1COC(=O)O1,SP,0.2605481790613521,SA,-0.1069183112916353,SdP,1.2550011363610323,ET30,0.5902146679182428,n,-0.20007568256082084,pi_star,0.9067552063345249,fn,-0.1186109897916707,beta,-0.13281750764035158,N_mol_cm3,0.4111544281341118,SB,-0.26777015031425655,alpha,-0.5624739952482177,delta,1.339460062922344
carboxylic_acid,CCCCCC(=O)O,n,-0.2648622930939125,ET30,1.8931449218183678,N_mol_cm3,-0.37613926627803046,delta,0.801354951723794,beta,0.038929269480792845,SdP,-0.798548914951682,SB,-0.39232948073921586,fn,-0.17558943649130568,pi_star,-0.24180138835587317,SP,-0.29814114607353404,alpha,2.2711871508061208,SA,1.5279418671065739
ester,COC(=O)C=C,SB,,n,-0.5661200320727878,SA,,beta,,ET30,-0.40777446272866197,SP,,fn,-0.44319910795736306,alpha,,SdP,,N_mol_cm3,0.24303442047318566,pi_star,,delta,
ester,COC(=O)OC,pi_star,,SB,0.04194494155320951,N_mol_cm3,0.41730516012170676,SP,-0.8219123883874885,alpha,-0.5624739952482177,ET30,-0.49094022361590317,SdP,0.044084248140766225,beta,-0.029769441367665003,delta,-0.254158920242594,SA,-0.29818329038000513,fn,-0.8882250802843696,n,-1.058498272124284
polyhydric_alcohol,C[C@@H](CO)O,fn,0.04314298922767203,beta,,SB,0.5974122258807303,SA,1.5734811478418997,SdP,1.0959025671058151,N_mol_cm3,0.7842988353815336,alpha,,n,-0.01543384254151203,pi_star,,ET30,1.7129524398960105,delta,,SP,0.08595776495670017
halohydrocarbon,C(CCl)Cl,SB,-0.9915608541349655,beta,-1.1632981703672185,pi_star,0.8326547808706285,SdP,0.6657471761565233,alpha,-0.5624739952482177,n,0.18864398063772933,SP,0.5515322025691053,fn,0.22055929008862124,ET30,-0.06125045903182015,N_mol_cm3,0.5710734598115784,SA,-0.45301684488011407,delta,-0.088588116796886
nitrile,CCCCC#N,fn,,SA,-0.5896346870860926,SB,-0.04221676819338462,SdP,0.9927831240700259,delta,,alpha,,N_mol_cm3,-0.04399973894790792,SP,-0.32141986795415434,beta,,pi_star,,ET30,,n,
halohydrocarbon,C(Cl)(Cl)Cl,delta,-0.3783370228268752,n,0.17244732800445461,fn,0.20651720843752583,SdP,0.28862464162563745,alpha,-0.0979393811409491,SB,-1.1767166155774724,beta,-1.1632981703672185,SP,0.6912045338528268,SA,-0.3756000676300596,pi_star,-0.019500111964183393,N_mol_cm3,0.5239178479066843,ET30,-0.36619158228504034
ester,CCCOC=O,SB,0.4324552747774061,pi_star,,SA,-0.5896346870860926,N_mol_cm3,0.09951734076263906,SdP,0.34460376784506586,delta,,ET30,,alpha,,beta,,n,,SP,-0.6589613352231467,fn,
ketone,CC(C)C(=O)C,pi_star,,alpha,,fn,-1.3364915329923983,SdP,,SA,,beta,,SB,,ET30,-0.11669429962331464,n,-1.5443978511224716,SP,,delta,,N_mol_cm3,-0.09115535085280171
ester,CCOC=O,alpha,-0.5624739952482177,delta,-0.33694432196544766,n,-1.204268145823742,beta,-0.27021492933726726,SP,-0.8801091930890391,N_mol_cm3,0.5280183358984144,SB,0.190069550707215,pi_star,0.0916505262316617,SA,-0.5896346870860926,ET30,-0.11669429962331464,SdP,0.5626277331207341,fn,-1.021624855969771
nitrile,CCCC#N,SA,-0.5896346870860926,SB,-0.1230120095501148,n,-0.815548482625192,beta,-0.13281750764035158,N_mol_cm3,0.3250441803077837,SdP,1.0251920918812738,alpha,-0.5624739952482177,SP,-0.4028953945363252,fn,-0.6676023743431295,ET30,0.10508106274266431,pi_star,0.46215265355114493,delta,-0.04719541593545917
carboxylic_acid,CC(C)CC(=O)O,SA,1.860378616474455,n,,ET30,,beta,,N_mol_cm3,-0.15061242673288544,SdP,-0.6070413778852165,SP,-0.6240432524022164,alpha,,pi_star,,delta,,fn,,SB,-0.05231617336297573
monohydric_alcohol,C1=CC=C(C=C1)CO,SB,0.13620605646939493,delta,0.6357841482780859,beta,0.27937475745039514,pi_star,1.4625083973137498,SA,1.272921894988747,fn,1.5059498412273051,alpha,0.8311298470735881,N_mol_cm3,-0.04604998294377279,SP,1.5990746871970154,n,1.7273259807986554,SdP,0.8012755870035605,ET30,1.2000969144246842
ester,CC(=O)OC=C,N_mol_cm3,0.19587880856829187,ET30,-0.5186621439116509,SdP,,delta,,SB,,SA,,beta,,pi_star,,SP,,fn,-0.48397515275188885,n,-0.6114706594459541,alpha,
halohydrocarbon,C1=CC=C2C(=C1)C=CC=C2Br,pi_star,,n,,SA,-0.5896346870860926,N_mol_cm3,-0.5524602499224164,SdP,0.45066948068187757,SB,-0.7357092565053195,beta,,SP,2.7979288640489575,fn,,ET30,,delta,,alpha,
alkane,CCCCCCCCCCCCCCC,alpha,,ET30,,SA,-0.5896346870860926,SP,-0.2748624241929138,fn,,beta,,n,,N_mol_cm3,-1.2761963804627452,delta,,SB,-1.1868160207470637,SdP,-1.5203850162022057,pi_star,
polyhydric_alcohol,C(C(CO)O)O,SA,2.3840803449307053,pi_star,0.12870073896361006,SP,1.2149757761667812,SB,-0.37549713878989704,beta,0.24502540202616618,fn,0.6307500983196421,delta,2.7054191913494336,ET30,2.114920284184347,alpha,2.2479604201007573,N_mol_cm3,0.7863490793773984,n,0.668064898582605,SdP,1.1931294705395592
halohydrocarbon,C(Cl)(Cl)Cl,delta,-0.3783370228268752,n,0.17244732800445461,fn,0.20651720843752583,SdP,0.28862464162563745,alpha,-0.0979393811409491,SB,-1.1767166155774724,beta,-1.1632981703672185,SA,-0.3756000676300596,pi_star,-0.019500111964183393,ET30,-0.36619158228504034,N_mol_cm3,0.5239178479066843,SP,0.6912045338528268
alkane,CC(C)CC(C)(C)C,alpha,,N_mol_cm3,-0.7800373334634263,n,,SdP,-1.5203850162022057,ET30,,SA,-0.5896346870860926,beta,,SP,-1.229290021298343,pi_star,,fn,,delta,,SB,-1.267611262103794
ester,COC(=O)C=C,SB,,n,-0.5661200320727878,SA,,beta,,ET30,-0.40777446272866197,SP,,fn,-0.44319910795736306,N_mol_cm3,0.24303442047318566,SdP,,alpha,,pi_star,,delta,
nitrile,C(C#N)Cl,alpha,-0.5624739952482177,n,-0.18387902992754973,fn,-0.10429886810882318,SP,0.45841731504662425,SB,-0.7963056875228673,N_mol_cm3,1.2394530024635535,beta,-0.33891364018572495,SdP,1.4965952600448813,delta,,SA,1.4368633056359215,ET30,,pi_star,1.573659035509595
ether,CC1CCCO1,SP,-0.2748624241929138,fn,-0.3335628550661228,SA,-0.5896346870860926,SB,0.5502816684226375,alpha,-0.5624739952482177,pi_star,,N_mol_cm3,0.005206116952851103,n,-0.4430254720599165,SdP,0.7423501909831096,delta,,beta,0.038929269480792845,ET30,-0.726576546129756
ketone,CC(C)C(=O)C(C)C,alpha,,beta,,SB,,fn,-0.434557826941305,N_mol_cm3,-0.5647617138976062,SA,,ET30,-0.4216354228765348,delta,,SdP,,pi_star,,n,-0.5564020404928252,SP,
ester,CC(=O)OC=C,N_mol_cm3,0.19587880856829187,ET30,-0.5186621439116509,SdP,,delta,,SB,,SA,,beta,,pi_star,,fn,-0.48397515275188885,n,-0.6114706594459541,alpha,,SP,
ether,CCCOCCC,N_mol_cm3,-0.5135056140009823,beta,0.07327862490502177,fn,-0.6983869379628376,SP,-0.9150272759099696,n,-0.8495614531550649,SA,-0.5896346870860926,delta,-1.06131658704042,pi_star,-1.1680567066545815,alpha,-0.5624739952482177,SdP,-0.6777518531097577,ET30,-1.0731005498265977,SB,0.8263320763914663
ester,CC(=C)C(=O)OC,pi_star,,SA,,SP,,alpha,,SdP,,SB,,n,-0.3134522509937331,delta,,ET30,-0.5325231040595249,N_mol_cm3,-0.09320559484866658,fn,-0.21852580153984524,beta,
ketone,CCCCCC(=O)C,N_mol_cm3,-0.5463095179348216,SA,,alpha,-0.4463403417214005,SB,,delta,,n,-0.5288677310162606,ET30,-0.08897237932756691,fn,-0.40998418405188913,SP,,pi_star,0.0916505262316617,SdP,,beta,0.14197733575347943
ester,COC=O,beta,-0.23586557391303836,fn,-1.2460281223555374,SA,,SP,,pi_star,0.12870073896361006,N_mol_cm3,1.2927593463560423,ET30,0.02191530185542208,SB,,delta,,SdP,,n,-1.4472179353228343,alpha,-0.5624739952482177
aromatic,CCCC1=CC=CC=C1,SA,-0.5896346870860926,delta,,n,0.9336900017682839,ET30,,SP,0.5049747588078648,alpha,,fn,0.854343244610153,pi_star,,N_mol_cm3,-0.5504100059265515,SdP,-0.9046146277884938,SB,-0.9309644231174179,beta,
aromatic,CCC1=CC=CC=C1,delta,-0.5646041767032963,pi_star,,beta,,SP,0.5631715635094154,alpha,,SB,-0.9511632334566004,n,0.9984766123013755,ET30,,fn,0.9083512509605179,SA,-0.5896346870860926,N_mol_cm3,-0.33923487435246136,SdP,-0.8221190733598623
misc_N_compound,CN(C)C(=O)N(C)C,ET30,-0.11669429962331464,N_mol_cm3,-0.31053145841035174,n,0.25828958696080234,SP,0.6330077291512762,pi_star,0.9067552063345249,beta,1.2411567093288043,alpha,-0.5624739952482177,SB,0.6849404040171881,fn,0.28077821716927837,SdP,1.0664398690955896,SA,-0.5896346870860926,delta,-0.3783370228268752
alkane,CCCCCCCCCCCCC,delta,,SA,-0.5896346870860926,SB,-1.2474124517646115,n,,pi_star,,beta,,alpha,,N_mol_cm3,-1.1736841806694973,SP,-0.3912560335960151,ET30,,fn,,SdP,-1.5203850162022057
monohydric_alcohol,C1CCC(C1)O,SA,0.5852787558853223,beta,,ET30,0.7288242693969795,pi_star,,SP,0.19071201341949132,SdP,0.4624545598859678,n,0.3036402143339651,alpha,,fn,0.319663981741541,delta,,SB,1.3986317026683057,N_mol_cm3,0.24303442047318566
alkane,CCCCCCCCCCCCCCC,alpha,,ET30,,SA,-0.5896346870860926,SP,-0.2748624241929138,fn,,beta,,n,,N_mol_cm3,-1.2761963804627452,pi_star,,SdP,-1.5203850162022057,SB,-1.1868160207470637,delta,
alkane,CC1CCCCC1,N_mol_cm3,-0.41099341420773466,fn,,SP,-0.5658464477006657,beta,,n,,delta,,ET30,,SdP,-1.5203850162022057,SB,-1.1834495523572,alpha,,SA,-0.5896346870860926,pi_star,
nitrile,CCC#N,SB,-0.18697490895752636,pi_star,0.46215265355114493,beta,-0.1671668630645805,SP,-0.6473219742828366,fn,-0.9176594437453187,alpha,-0.5624739952482177,SdP,1.0959025671058151,SA,-0.45301684488011407,delta,0.2218571396638163,N_mol_cm3,0.8847607911789164,n,-1.0908915773908299,ET30,0.2575516243692749
monohydric_alcohol,CCCCCCCCCCO,SdP,-0.3919636824105706,SP,-0.018796483506090988,SB,1.6544833002979518,fn,0.10822263687986235,beta,1.3098554201772616,N_mol_cm3,-0.9440568531326227,pi_star,-0.5011528774795115,delta,-0.17137351851974036,SA,0.5898326839588549,ET30,0.8258509904320956,alpha,1.0633971541272222,n,0.059070759571545936
halohydrocarbon,C1=CC=C(C=C1)Br,alpha,-0.5624739952482177,SP,1.7620257403613573,delta,-0.1506771680890266,pi_star,0.7585543554067318,SdP,-0.05608892509400042,n,2.018865728197568,SA,-0.5896346870860926,SB,-0.7693739404039572,fn,1.7395344686926344,beta,-1.300695592064134,ET30,-0.7127155859818821,N_mol_cm3,-0.0604016909148276
ketone,CCCCC(=O)CCCC,ET30,-0.5879669446510193,beta,,fn,-0.14723523315736423,N_mol_cm3,-0.837444165347645,SB,,delta,,SA,,pi_star,,SP,,SdP,,n,-0.2324689878273667,alpha,
amide,CN(C)C=O,SdP,1.3581205793968216,beta,0.863313799662286,n,-0.038109156228091606,alpha,-0.5624739952482177,fn,0.023430066909790114,SB,0.6479092517286867,N_mol_cm3,0.6469324876585815,pi_star,1.0920062699942668,SA,-0.44846291680658146,ET30,0.2021077837777804,SP,0.41185987128538376,delta,0.6771768491395128
amide,CC(=O)N(C)C,beta,1.1037592876318885,SdP,1.3875832774070471,SP,0.45841731504662425,delta,0.38742794310952433,ET30,0.1605249033341588,SA,-0.46212470102717934,SB,0.772468582153646,alpha,-0.5624739952482177,fn,0.12226471853095777,n,0.07526741220481706,N_mol_cm3,0.19382856457242664,pi_star,1.0920062699942668
nitrile,CCC#N,SB,-0.18697490895752636,pi_star,0.46215265355114493,beta,-0.1671668630645805,SP,-0.6473219742828366,fn,-0.9176594437453187,alpha,-0.5624739952482177,SdP,1.0959025671058151,delta,0.2218571396638163,N_mol_cm3,0.8847607911789164,SA,-0.45301684488011407,n,-1.0908915773908299,ET30,0.2575516243692749
alkane,CCCCCCCCCCC,alpha,,n,,pi_star,,N_mol_cm3,-1.0486192969217354,beta,,SA,-0.5896346870860926,SB,-1.1464184000686986,ET30,,SdP,-1.5203850162022057,SP,-0.5309283648797353,delta,,fn,
amine,C1CCNCC1,alpha,-0.5624739952482177,SB,1.7251791364850908,pi_star,-1.0569060684587366,beta,2.0655412395102974,fn,0.33235586323387595,delta,-0.3162479715347346,N_mol_cm3,0.0523617288577449,SdP,-0.4449965388289765,SP,0.3536630665838331,n,0.3182172017039127,SA,-0.5896346870860926,ET30,-0.8651861476084928
alkane,CCCCCCCCC,n,-0.4592221246931876,N_mol_cm3,-0.8681978252856193,ET30,-1.488929354262808,SdP,-1.5203850162022057,delta,-1.06131658704042,alpha,,SB,-1.2373130465950202,SP,-0.7404368618053176,SA,-0.5896346870860926,beta,,fn,-0.34787497674896883,pi_star,
ketone,CCCCCC(=O)C,N_mol_cm3,-0.5463095179348216,SA,,alpha,-0.4463403417214005,SB,,delta,,n,-0.5288677310162606,ET30,-0.08897237932756691,pi_star,0.0916505262316617,SdP,,SP,,fn,-0.40998418405188913,beta,0.14197733575347943
nitrile,C1=CC=C(C=C1)C#N,SB,-0.46975825370608226,beta,-0.23586557391303836,fn,1.3485165027159929,ET30,-0.033528538736072415,delta,0.4081242935402374,SdP,0.9898368542690034,SP,1.4826810777939143,N_mol_cm3,-0.011195835014068572,alpha,-0.5624739952482177,SA,-0.3756000676300596,pi_star,1.1661066954581634,n,1.5329661491993802
carboxylic_acid,CC(=O)O,beta,0.038929269480792845,SP,-0.8451911102681088,n,-1.0423016194910129,delta,-0.3783370228268752,alpha,2.0389198437524865,SA,2.5480217555778797,SdP,0.4712933692890354,N_mol_cm3,1.5674920418019456,ET30,1.3802893963470426,pi_star,0.20280116442750679,fn,-0.8733728785380194,SB,-0.10281319921093221
amine,C1=CC=C(C=C1)N,SdP,1.296248913575348,ET30,0.35457834540439,beta,0.21067604660193728,SA,0.011483818620212749,pi_star,0.5362530790150416,SP,2.3323544264365537,delta,0.6978731995702265,SB,-0.5269882163337662,fn,2.0962573506367947,alpha,0.041421003091231465,N_mol_cm3,0.226632468506266,n,2.4723720019292097
alkane,CCCCCC,ET30,-1.488929354262808,delta,-1.2061910400554143,pi_star,-2.31661330134498,alpha,-0.5624739952482177,SP,-1.2525687431789632,N_mol_cm3,-0.44789780613330377,SB,-1.2272136414254289,SdP,-1.5203850162022057,SA,-0.5896346870860926,n,-0.9451217036913754,fn,-0.7847997481234208,beta,-1.5067917246095073
ether,CC(C)(C)OC,delta,-1.144101988763274,fn,-0.9119886030785307,SB,0.4930517057949535,SA,-0.5896346870860926,beta,,N_mol_cm3,-0.2982299944351622,SdP,-0.2770591601706914,n,-1.0844129163375213,alpha,,pi_star,,ET30,-0.9760738287914817,SP,-1.1827325775371025
ester,CC(=O)OCC(COC(=O)C)OC(=O)C,n,-0.05268614359803921,beta,,ET30,-0.185999100362683,SdP,0.5007560672992609,SA,-0.48489434139484244,fn,0.010738185417453664,N_mol_cm3,-0.927654901165703,pi_star,,delta,0.05628633621810825,SP,0.13251520871794067,SB,-0.0152850210744745,alpha,
aromatic,C1=CC=CC=C1,beta,-1.1632981703672185,n,1.0956565281010096,ET30,-1.0315176693829773,alpha,-0.5624739952482177,SB,-0.9982937909146931,pi_star,0.017550100767764972,SdP,-0.7248921699261183,fn,0.9893632604860654,N_mol_cm3,0.2922402763739447,SA,-0.5896346870860926,delta,-0.39903337325758825,SP,0.807598143255928
ester,CC1COC(=O)O1,SP,0.2605481790613521,SA,-0.1069183112916353,SdP,1.2550011363610323,ET30,0.5902146679182428,n,-0.20007568256082084,pi_star,0.9067552063345249,fn,-0.1186109897916707,SB,-0.26777015031425655,alpha,-0.5624739952482177,delta,1.339460062922344,beta,-0.13281750764035158,N_mol_cm3,0.4111544281341118
